      Radius     |       Dichte       |       Masse
  5.9000E-02     |      0.9994199     |   6.8436E-05
  6.0000E-02     |      0.9994001     |   7.1974E-05
  6.1000E-02     |      0.9993799     |   7.5632E-05
  6.2000E-02     |      0.9993594     |   7.9412E-05
  6.3000E-02     |      0.9993386     |   8.3316E-05
  6.4000E-02     |      0.9993174     |   8.7346E-05
  6.5000E-02     |      0.9992959     |   9.1503E-05
  6.6000E-02     |      0.9992741     |   9.5790E-05
  6.7000E-02     |      0.9992520     |   1.0021E-04
  6.8000E-02     |      0.9992295     |   1.0476E-04
  6.9000E-02     |      0.9992066     |   1.0945E-04
  7.0000E-02     |      0.9991835     |   1.1428E-04
  7.1000E-02     |      0.9991600     |   1.1924E-04
  7.2000E-02     |      0.9991362     |   1.2435E-04
  7.3000E-02     |      0.9991120     |   1.2960E-04
  7.4000E-02     |      0.9990875     |   1.3500E-04
  7.5000E-02     |      0.9990627     |   1.4055E-04
  7.6000E-02     |      0.9990376     |   1.4624E-04
  7.7000E-02     |      0.9990121     |   1.5209E-04
  7.8000E-02     |      0.9989863     |   1.5809E-04
  7.9000E-02     |      0.9989601     |   1.6424E-04
  8.0000E-02     |      0.9989336     |   1.7056E-04
  8.1000E-02     |      0.9989068     |   1.7703E-04
  8.2000E-02     |      0.9988797     |   1.8367E-04
  8.3000E-02     |      0.9988522     |   1.9046E-04
  8.4000E-02     |      0.9988244     |   1.9743E-04
  8.5000E-02     |      0.9987962     |   2.0456E-04
  8.6000E-02     |      0.9987677     |   2.1186E-04
  8.7000E-02     |      0.9987389     |   2.1933E-04
  8.8000E-02     |      0.9987098     |   2.2698E-04
  8.9000E-02     |      0.9986803     |   2.3480E-04
  9.0000E-02     |      0.9986505     |   2.4280E-04
  9.1000E-02     |      0.9986204     |   2.5098E-04
  9.2000E-02     |      0.9985899     |   2.5934E-04
  9.3000E-02     |      0.9985591     |   2.6789E-04
  9.4000E-02     |      0.9985279     |   2.7662E-04
  9.5000E-02     |      0.9984965     |   2.8553E-04
  9.6000E-02     |      0.9984647     |   2.9464E-04
  9.7000E-02     |      0.9984325     |   3.0394E-04
  9.8000E-02     |      0.9984001     |   3.1343E-04
  9.9000E-02     |      0.9983673     |   3.2312E-04
  1.0000E-01     |      0.9983341     |   3.3300E-04
  1.0100E-01     |      0.9983007     |   3.4308E-04
  1.0200E-01     |      0.9982669     |   3.5337E-04
  1.0300E-01     |      0.9982327     |   3.6386E-04
  1.0400E-01     |      0.9981983     |   3.7455E-04
  1.0500E-01     |      0.9981635     |   3.8545E-04
  1.0600E-01     |      0.9981283     |   3.9656E-04
  1.0700E-01     |      0.9980929     |   4.0788E-04
  1.0800E-01     |      0.9980571     |   4.1941E-04
  1.0900E-01     |      0.9980210     |   4.3116E-04
  1.1000E-01     |      0.9979845     |   4.4313E-04
  1.1100E-01     |      0.9979477     |   4.5532E-04
  1.1200E-01     |      0.9979106     |   4.6772E-04
  1.1300E-01     |      0.9978731     |   4.8035E-04
  1.1400E-01     |      0.9978354     |   4.9321E-04
  1.1500E-01     |      0.9977972     |   5.0629E-04
  1.1600E-01     |      0.9977588     |   5.1960E-04
  1.1700E-01     |      0.9977200     |   5.3314E-04
  1.1800E-01     |      0.9976809     |   5.4692E-04
  1.1900E-01     |      0.9976415     |   5.6092E-04
  1.2000E-01     |      0.9976017     |   5.7517E-04
  1.2100E-01     |      0.9975616     |   5.8966E-04
  1.2200E-01     |      0.9975211     |   6.0438E-04
  1.2300E-01     |      0.9974804     |   6.1935E-04
  1.2400E-01     |      0.9974393     |   6.3456E-04
  1.2500E-01     |      0.9973978     |   6.5002E-04
  1.2600E-01     |      0.9973561     |   6.6573E-04
  1.2700E-01     |      0.9973140     |   6.8169E-04
  1.2800E-01     |      0.9972715     |   6.9791E-04
  1.2900E-01     |      0.9972288     |   7.1437E-04
  1.3000E-01     |      0.9971857     |   7.3110E-04
  1.3100E-01     |      0.9971422     |   7.4808E-04
  1.3200E-01     |      0.9970985     |   7.6532E-04
  1.3300E-01     |      0.9970544     |   7.8283E-04
  1.3400E-01     |      0.9970100     |   8.0060E-04
  1.3500E-01     |      0.9969652     |   8.1863E-04
  1.3600E-01     |      0.9969201     |   8.3694E-04
  1.3700E-01     |      0.9968747     |   8.5551E-04
  1.3800E-01     |      0.9968290     |   8.7436E-04
  1.3900E-01     |      0.9967829     |   8.9348E-04
  1.4000E-01     |      0.9967365     |   9.1288E-04
  1.4100E-01     |      0.9966897     |   9.3255E-04
  1.4200E-01     |      0.9966427     |   9.5251E-04
  1.4300E-01     |      0.9965953     |   9.7274E-04
  1.4400E-01     |      0.9965475     |   9.9327E-04
  1.4500E-01     |      0.9964995     |   1.0141E-03
  1.4600E-01     |      0.9964511     |   1.0352E-03
  1.4700E-01     |      0.9964023     |   1.0566E-03
  1.4800E-01     |      0.9963533     |   1.0782E-03
  1.4900E-01     |      0.9963039     |   1.1002E-03
  1.5000E-01     |      0.9962542     |   1.1225E-03
  1.5100E-01     |      0.9962041     |   1.1450E-03
  1.5200E-01     |      0.9961537     |   1.1679E-03
  1.5300E-01     |      0.9961030     |   1.1911E-03
  1.5400E-01     |      0.9960520     |   1.2145E-03
  1.5500E-01     |      0.9960006     |   1.2383E-03
  1.5600E-01     |      0.9959489     |   1.2624E-03
  1.5700E-01     |      0.9958968     |   1.2868E-03
  1.5800E-01     |      0.9958445     |   1.3115E-03
  1.5900E-01     |      0.9957918     |   1.3365E-03
  1.6000E-01     |      0.9957387     |   1.3618E-03
  1.6100E-01     |      0.9956854     |   1.3875E-03
  1.6200E-01     |      0.9956317     |   1.4135E-03
  1.6300E-01     |      0.9955777     |   1.4398E-03
  1.6400E-01     |      0.9955233     |   1.4664E-03
  1.6500E-01     |      0.9954686     |   1.4933E-03
  1.6600E-01     |      0.9954136     |   1.5206E-03
  1.6700E-01     |      0.9953583     |   1.5482E-03
  1.6800E-01     |      0.9953026     |   1.5761E-03
  1.6900E-01     |      0.9952466     |   1.6043E-03
  1.7000E-01     |      0.9951902     |   1.6329E-03
  1.7100E-01     |      0.9951336     |   1.6619E-03
  1.7200E-01     |      0.9950766     |   1.6911E-03
  1.7300E-01     |      0.9950192     |   1.7207E-03
  1.7400E-01     |      0.9949616     |   1.7507E-03
  1.7500E-01     |      0.9949036     |   1.7810E-03
  1.7600E-01     |      0.9948453     |   1.8116E-03
  1.7700E-01     |      0.9947866     |   1.8426E-03
  1.7800E-01     |      0.9947276     |   1.8740E-03
  1.7900E-01     |      0.9946683     |   1.9057E-03
  1.8000E-01     |      0.9946087     |   1.9377E-03
  1.8100E-01     |      0.9945487     |   1.9701E-03
  1.8200E-01     |      0.9944884     |   2.0029E-03
  1.8300E-01     |      0.9944278     |   2.0360E-03
  1.8400E-01     |      0.9943668     |   2.0695E-03
  1.8500E-01     |      0.9943055     |   2.1033E-03
  1.8600E-01     |      0.9942439     |   2.1375E-03
  1.8700E-01     |      0.9941820     |   2.1721E-03
  1.8800E-01     |      0.9941197     |   2.2071E-03
  1.8900E-01     |      0.9940571     |   2.2424E-03
  1.9000E-01     |      0.9939941     |   2.2781E-03
  1.9100E-01     |      0.9939309     |   2.3142E-03
  1.9200E-01     |      0.9938673     |   2.3506E-03
  1.9300E-01     |      0.9938033     |   2.3874E-03
  1.9400E-01     |      0.9937391     |   2.4246E-03
  1.9500E-01     |      0.9936745     |   2.4622E-03
  1.9600E-01     |      0.9936096     |   2.5002E-03
  1.9700E-01     |      0.9935443     |   2.5386E-03
  1.9800E-01     |      0.9934788     |   2.5773E-03
  1.9900E-01     |      0.9934128     |   2.6165E-03
  2.0000E-01     |      0.9933466     |   2.6560E-03
  2.0100E-01     |      0.9932800     |   2.6959E-03
  2.0200E-01     |      0.9932131     |   2.7363E-03
  2.0300E-01     |      0.9931459     |   2.7770E-03
  2.0400E-01     |      0.9930784     |   2.8181E-03
  2.0500E-01     |      0.9930105     |   2.8597E-03
  2.0600E-01     |      0.9929423     |   2.9016E-03
  2.0700E-01     |      0.9928737     |   2.9439E-03
  2.0800E-01     |      0.9928049     |   2.9867E-03
  2.0900E-01     |      0.9927357     |   3.0298E-03
  2.1000E-01     |      0.9926661     |   3.0734E-03
  2.1100E-01     |      0.9925963     |   3.1174E-03
  2.1200E-01     |      0.9925261     |   3.1618E-03
  2.1300E-01     |      0.9924556     |   3.2066E-03
  2.1400E-01     |      0.9923847     |   3.2518E-03
  2.1500E-01     |      0.9923136     |   3.2975E-03
  2.1600E-01     |      0.9922421     |   3.3436E-03
  2.1700E-01     |      0.9921702     |   3.3901E-03
  2.1800E-01     |      0.9920981     |   3.4370E-03
  2.1900E-01     |      0.9920256     |   3.4844E-03
  2.2000E-01     |      0.9919528     |   3.5322E-03
  2.2100E-01     |      0.9918796     |   3.5804E-03
  2.2200E-01     |      0.9918062     |   3.6291E-03
  2.2300E-01     |      0.9917324     |   3.6782E-03
  2.2400E-01     |      0.9916582     |   3.7277E-03
  2.2500E-01     |      0.9915838     |   3.7777E-03
  2.2600E-01     |      0.9915090     |   3.8281E-03
  2.2700E-01     |      0.9914339     |   3.8790E-03
  2.2800E-01     |      0.9913584     |   3.9303E-03
  2.2900E-01     |      0.9912827     |   3.9820E-03
  2.3000E-01     |      0.9912066     |   4.0343E-03
  2.3100E-01     |      0.9911302     |   4.0869E-03
  2.3200E-01     |      0.9910534     |   4.1400E-03
  2.3300E-01     |      0.9909763     |   4.1936E-03
  2.3400E-01     |      0.9908989     |   4.2476E-03
  2.3500E-01     |      0.9908212     |   4.3021E-03
  2.3600E-01     |      0.9907431     |   4.3571E-03
  2.3700E-01     |      0.9906647     |   4.4125E-03
  2.3800E-01     |      0.9905860     |   4.4684E-03
  2.3900E-01     |      0.9905069     |   4.5247E-03
  2.4000E-01     |      0.9904276     |   4.5815E-03
  2.4100E-01     |      0.9903479     |   4.6388E-03
  2.4200E-01     |      0.9902678     |   4.6966E-03
  2.4300E-01     |      0.9901875     |   4.7548E-03
  2.4400E-01     |      0.9901068     |   4.8135E-03
  2.4500E-01     |      0.9900258     |   4.8727E-03
  2.4600E-01     |      0.9899444     |   4.9323E-03
  2.4700E-01     |      0.9898628     |   4.9925E-03
  2.4800E-01     |      0.9897808     |   5.0531E-03
  2.4900E-01     |      0.9896984     |   5.1142E-03
  2.5000E-01     |      0.9896158     |   5.1759E-03
  2.5100E-01     |      0.9895328     |   5.2379E-03
  2.5200E-01     |      0.9894495     |   5.3005E-03
  2.5300E-01     |      0.9893659     |   5.3636E-03
  2.5400E-01     |      0.9892819     |   5.4272E-03
  2.5500E-01     |      0.9891976     |   5.4913E-03
  2.5600E-01     |      0.9891130     |   5.5558E-03
  2.5700E-01     |      0.9890281     |   5.6209E-03
  2.5800E-01     |      0.9889428     |   5.6865E-03
  2.5900E-01     |      0.9888572     |   5.7526E-03
  2.6000E-01     |      0.9887713     |   5.8192E-03
  2.6100E-01     |      0.9886851     |   5.8863E-03
  2.6200E-01     |      0.9885985     |   5.9539E-03
  2.6300E-01     |      0.9885116     |   6.0220E-03
  2.6400E-01     |      0.9884244     |   6.0906E-03
  2.6500E-01     |      0.9883368     |   6.1598E-03
  2.6600E-01     |      0.9882489     |   6.2294E-03
  2.6700E-01     |      0.9881607     |   6.2996E-03
  2.6800E-01     |      0.9880722     |   6.3703E-03
  2.6900E-01     |      0.9879833     |   6.4415E-03
  2.7000E-01     |      0.9878942     |   6.5133E-03
  2.7100E-01     |      0.9878047     |   6.5856E-03
  2.7200E-01     |      0.9877148     |   6.6584E-03
  2.7300E-01     |      0.9876247     |   6.7317E-03
  2.7400E-01     |      0.9875342     |   6.8056E-03
  2.7500E-01     |      0.9874434     |   6.8800E-03
  2.7600E-01     |      0.9873522     |   6.9550E-03
  2.7700E-01     |      0.9872608     |   7.0304E-03
  2.7800E-01     |      0.9871690     |   7.1065E-03
  2.7900E-01     |      0.9870769     |   7.1830E-03
  2.8000E-01     |      0.9869844     |   7.2601E-03
  2.8100E-01     |      0.9868916     |   7.3378E-03
  2.8200E-01     |      0.9867986     |   7.4160E-03
  2.8300E-01     |      0.9867051     |   7.4947E-03
  2.8400E-01     |      0.9866114     |   7.5740E-03
  2.8500E-01     |      0.9865173     |   7.6539E-03
  2.8600E-01     |      0.9864229     |   7.7343E-03
  2.8700E-01     |      0.9863282     |   7.8153E-03
  2.8800E-01     |      0.9862332     |   7.8968E-03
  2.8900E-01     |      0.9861378     |   7.9789E-03
  2.9000E-01     |      0.9860421     |   8.0615E-03
  2.9100E-01     |      0.9859461     |   8.1447E-03
  2.9200E-01     |      0.9858497     |   8.2285E-03
  2.9300E-01     |      0.9857531     |   8.3128E-03
  2.9400E-01     |      0.9856561     |   8.3977E-03
  2.9500E-01     |      0.9855588     |   8.4832E-03
  2.9600E-01     |      0.9854611     |   8.5693E-03
  2.9700E-01     |      0.9853632     |   8.6559E-03
  2.9800E-01     |      0.9852649     |   8.7431E-03
  2.9900E-01     |      0.9851663     |   8.8309E-03
  3.0000E-01     |      0.9850673     |   8.9193E-03
  3.0100E-01     |      0.9849680     |   9.0082E-03
  3.0200E-01     |      0.9848685     |   9.0977E-03
  3.0300E-01     |      0.9847685     |   9.1879E-03
  3.0400E-01     |      0.9846683     |   9.2786E-03
  3.0500E-01     |      0.9845677     |   9.3699E-03
  3.0600E-01     |      0.9844669     |   9.4617E-03
  3.0700E-01     |      0.9843656     |   9.5542E-03
  3.0800E-01     |      0.9842641     |   9.6473E-03
  3.0900E-01     |      0.9841623     |   9.7410E-03
  3.1000E-01     |      0.9840601     |   9.8352E-03
  3.1100E-01     |      0.9839576     |   9.9301E-03
  3.1200E-01     |      0.9838547     |   1.0026E-02
  3.1300E-01     |      0.9837516     |   1.0122E-02
  3.1400E-01     |      0.9836481     |   1.0218E-02
  3.1500E-01     |      0.9835443     |   1.0316E-02
  3.1600E-01     |      0.9834402     |   1.0414E-02
  3.1700E-01     |      0.9833357     |   1.0512E-02
  3.1800E-01     |      0.9832310     |   1.0611E-02
  3.1900E-01     |      0.9831259     |   1.0711E-02
  3.2000E-01     |      0.9830205     |   1.0811E-02
  3.2100E-01     |      0.9829147     |   1.0912E-02
  3.2200E-01     |      0.9828087     |   1.1014E-02
  3.2300E-01     |      0.9827023     |   1.1116E-02
  3.2400E-01     |      0.9825956     |   1.1219E-02
  3.2500E-01     |      0.9824885     |   1.1322E-02
  3.2600E-01     |      0.9823812     |   1.1426E-02
  3.2700E-01     |      0.9822735     |   1.1531E-02
  3.2800E-01     |      0.9821655     |   1.1636E-02
  3.2900E-01     |      0.9820572     |   1.1742E-02
  3.3000E-01     |      0.9819485     |   1.1849E-02
  3.3100E-01     |      0.9818396     |   1.1956E-02
  3.3200E-01     |      0.9817303     |   1.2064E-02
  3.3300E-01     |      0.9816207     |   1.2173E-02
  3.3400E-01     |      0.9815107     |   1.2282E-02
  3.3500E-01     |      0.9814005     |   1.2392E-02
  3.3600E-01     |      0.9812899     |   1.2502E-02
  3.3700E-01     |      0.9811790     |   1.2613E-02
  3.3800E-01     |      0.9810678     |   1.2725E-02
  3.3900E-01     |      0.9809562     |   1.2837E-02
  3.4000E-01     |      0.9808443     |   1.2951E-02
  3.4100E-01     |      0.9807322     |   1.3064E-02
  3.4200E-01     |      0.9806196     |   1.3179E-02
  3.4300E-01     |      0.9805068     |   1.3294E-02
  3.4400E-01     |      0.9803937     |   1.3409E-02
  3.4500E-01     |      0.9802802     |   1.3526E-02
  3.4600E-01     |      0.9801664     |   1.3643E-02
  3.4700E-01     |      0.9800523     |   1.3760E-02
  3.4800E-01     |      0.9799378     |   1.3879E-02
  3.4900E-01     |      0.9798231     |   1.3998E-02
  3.5000E-01     |      0.9797080     |   1.4117E-02
  3.5100E-01     |      0.9795926     |   1.4238E-02
  3.5200E-01     |      0.9794768     |   1.4359E-02
  3.5300E-01     |      0.9793608     |   1.4480E-02
  3.5400E-01     |      0.9792444     |   1.4603E-02
  3.5500E-01     |      0.9791277     |   1.4726E-02
  3.5600E-01     |      0.9790107     |   1.4850E-02
  3.5700E-01     |      0.9788934     |   1.4974E-02
  3.5800E-01     |      0.9787758     |   1.5099E-02
  3.5900E-01     |      0.9786578     |   1.5225E-02
  3.6000E-01     |      0.9785395     |   1.5351E-02
  3.6100E-01     |      0.9784209     |   1.5479E-02
  3.6200E-01     |      0.9783019     |   1.5606E-02
  3.6300E-01     |      0.9781827     |   1.5735E-02
  3.6400E-01     |      0.9780631     |   1.5864E-02
  3.6500E-01     |      0.9779432     |   1.5994E-02
  3.6600E-01     |      0.9778230     |   1.6125E-02
  3.6700E-01     |      0.9777025     |   1.6256E-02
  3.6800E-01     |      0.9775816     |   1.6388E-02
  3.6900E-01     |      0.9774605     |   1.6521E-02
  3.7000E-01     |      0.9773390     |   1.6654E-02
  3.7100E-01     |      0.9772171     |   1.6788E-02
  3.7200E-01     |      0.9770950     |   1.6923E-02
  3.7300E-01     |      0.9769726     |   1.7059E-02
  3.7400E-01     |      0.9768498     |   1.7195E-02
  3.7500E-01     |      0.9767267     |   1.7332E-02
  3.7600E-01     |      0.9766033     |   1.7470E-02
  3.7700E-01     |      0.9764796     |   1.7608E-02
  3.7800E-01     |      0.9763555     |   1.7747E-02
  3.7900E-01     |      0.9762311     |   1.7887E-02
  3.8000E-01     |      0.9761065     |   1.8028E-02
  3.8100E-01     |      0.9759814     |   1.8169E-02
  3.8200E-01     |      0.9758561     |   1.8311E-02
  3.8300E-01     |      0.9757305     |   1.8454E-02
  3.8400E-01     |      0.9756045     |   1.8598E-02
  3.8500E-01     |      0.9754782     |   1.8742E-02
  3.8600E-01     |      0.9753516     |   1.8887E-02
  3.8700E-01     |      0.9752247     |   1.9032E-02
  3.8800E-01     |      0.9750975     |   1.9179E-02
  3.8900E-01     |      0.9749699     |   1.9326E-02
  3.9000E-01     |      0.9748420     |   1.9474E-02
  3.9100E-01     |      0.9747139     |   1.9623E-02
  3.9200E-01     |      0.9745853     |   1.9772E-02
  3.9300E-01     |      0.9744565     |   1.9922E-02
  3.9400E-01     |      0.9743274     |   2.0073E-02
  3.9500E-01     |      0.9741979     |   2.0225E-02
  3.9600E-01     |      0.9740681     |   2.0377E-02
  3.9700E-01     |      0.9739380     |   2.0530E-02
  3.9800E-01     |      0.9738076     |   2.0684E-02
  3.9900E-01     |      0.9736769     |   2.0839E-02
  4.0000E-01     |      0.9735458     |   2.0994E-02
  4.0100E-01     |      0.9734144     |   2.1150E-02
  4.0200E-01     |      0.9732828     |   2.1307E-02
  4.0300E-01     |      0.9731507     |   2.1465E-02
  4.0400E-01     |      0.9730184     |   2.1623E-02
  4.0500E-01     |      0.9728858     |   2.1782E-02
  4.0600E-01     |      0.9727528     |   2.1942E-02
  4.0700E-01     |      0.9726196     |   2.2103E-02
  4.0800E-01     |      0.9724860     |   2.2264E-02
  4.0900E-01     |      0.9723521     |   2.2427E-02
  4.1000E-01     |      0.9722178     |   2.2590E-02
  4.1100E-01     |      0.9720833     |   2.2754E-02
  4.1200E-01     |      0.9719484     |   2.2918E-02
  4.1300E-01     |      0.9718133     |   2.3084E-02
  4.1400E-01     |      0.9716778     |   2.3250E-02
  4.1500E-01     |      0.9715420     |   2.3417E-02
  4.1600E-01     |      0.9714058     |   2.3584E-02
  4.1700E-01     |      0.9712694     |   2.3753E-02
  4.1800E-01     |      0.9711326     |   2.3922E-02
  4.1900E-01     |      0.9709956     |   2.4092E-02
  4.2000E-01     |      0.9708582     |   2.4263E-02
  4.2100E-01     |      0.9707205     |   2.4435E-02
  4.2200E-01     |      0.9705825     |   2.4607E-02
  4.2300E-01     |      0.9704441     |   2.4780E-02
  4.2400E-01     |      0.9703055     |   2.4954E-02
  4.2500E-01     |      0.9701665     |   2.5129E-02
  4.2600E-01     |      0.9700272     |   2.5305E-02
  4.2700E-01     |      0.9698876     |   2.5481E-02
  4.2800E-01     |      0.9697477     |   2.5659E-02
  4.2900E-01     |      0.9696075     |   2.5837E-02
  4.3000E-01     |      0.9694669     |   2.6016E-02
  4.3100E-01     |      0.9693261     |   2.6195E-02
  4.3200E-01     |      0.9691849     |   2.6376E-02
  4.3300E-01     |      0.9690434     |   2.6557E-02
  4.3400E-01     |      0.9689016     |   2.6739E-02
  4.3500E-01     |      0.9687595     |   2.6922E-02
  4.3600E-01     |      0.9686171     |   2.7106E-02
  4.3700E-01     |      0.9684743     |   2.7290E-02
  4.3800E-01     |      0.9683313     |   2.7476E-02
  4.3900E-01     |      0.9681879     |   2.7662E-02
  4.4000E-01     |      0.9680442     |   2.7849E-02
  4.4100E-01     |      0.9679002     |   2.8037E-02
  4.4200E-01     |      0.9677559     |   2.8225E-02
  4.4300E-01     |      0.9676112     |   2.8415E-02
  4.4400E-01     |      0.9674663     |   2.8605E-02
  4.4500E-01     |      0.9673210     |   2.8796E-02
  4.4600E-01     |      0.9671755     |   2.8988E-02
  4.4700E-01     |      0.9670296     |   2.9181E-02
  4.4800E-01     |      0.9668834     |   2.9375E-02
  4.4900E-01     |      0.9667369     |   2.9569E-02
  4.5000E-01     |      0.9665900     |   2.9764E-02
  4.5100E-01     |      0.9664429     |   2.9960E-02
  4.5200E-01     |      0.9662954     |   3.0157E-02
  4.5300E-01     |      0.9661477     |   3.0355E-02
  4.5400E-01     |      0.9659996     |   3.0554E-02
  4.5500E-01     |      0.9658512     |   3.0754E-02
  4.5600E-01     |      0.9657025     |   3.0954E-02
  4.5700E-01     |      0.9655535     |   3.1155E-02
  4.5800E-01     |      0.9654041     |   3.1357E-02
  4.5900E-01     |      0.9652545     |   3.1560E-02
  4.6000E-01     |      0.9651045     |   3.1764E-02
  4.6100E-01     |      0.9649543     |   3.1969E-02
  4.6200E-01     |      0.9648037     |   3.2174E-02
  4.6300E-01     |      0.9646528     |   3.2380E-02
  4.6400E-01     |      0.9645016     |   3.2588E-02
  4.6500E-01     |      0.9643501     |   3.2796E-02
  4.6600E-01     |      0.9641982     |   3.3005E-02
  4.6700E-01     |      0.9640461     |   3.3215E-02
  4.6800E-01     |      0.9638936     |   3.3425E-02
  4.6900E-01     |      0.9637409     |   3.3637E-02
  4.7000E-01     |      0.9635878     |   3.3849E-02
  4.7100E-01     |      0.9634344     |   3.4062E-02
  4.7200E-01     |      0.9632807     |   3.4277E-02
  4.7300E-01     |      0.9631267     |   3.4492E-02
  4.7400E-01     |      0.9629724     |   3.4708E-02
  4.7500E-01     |      0.9628177     |   3.4924E-02
  4.7600E-01     |      0.9626628     |   3.5142E-02
  4.7700E-01     |      0.9625075     |   3.5361E-02
  4.7800E-01     |      0.9623520     |   3.5580E-02
  4.7900E-01     |      0.9621961     |   3.5800E-02
  4.8000E-01     |      0.9620399     |   3.6022E-02
  4.8100E-01     |      0.9618834     |   3.6244E-02
  4.8200E-01     |      0.9617266     |   3.6467E-02
  4.8300E-01     |      0.9615695     |   3.6691E-02
  4.8400E-01     |      0.9614120     |   3.6915E-02
  4.8500E-01     |      0.9612543     |   3.7141E-02
  4.8600E-01     |      0.9610963     |   3.7368E-02
  4.8700E-01     |      0.9609379     |   3.7595E-02
  4.8800E-01     |      0.9607792     |   3.7823E-02
  4.8900E-01     |      0.9606202     |   3.8053E-02
  4.9000E-01     |      0.9604610     |   3.8283E-02
  4.9100E-01     |      0.9603014     |   3.8514E-02
  4.9200E-01     |      0.9601414     |   3.8746E-02
  4.9300E-01     |      0.9599812     |   3.8979E-02
  4.9400E-01     |      0.9598207     |   3.9212E-02
  4.9500E-01     |      0.9596599     |   3.9447E-02
  4.9600E-01     |      0.9594987     |   3.9683E-02
  4.9700E-01     |      0.9593373     |   3.9919E-02
  4.9800E-01     |      0.9591755     |   4.0157E-02
  4.9900E-01     |      0.9590134     |   4.0395E-02
  5.0000E-01     |      0.9588510     |   4.0634E-02
  5.0100E-01     |      0.9586883     |   4.0874E-02
  5.0200E-01     |      0.9585253     |   4.1116E-02
  5.0300E-01     |      0.9583620     |   4.1358E-02
  5.0400E-01     |      0.9581984     |   4.1600E-02
  5.0500E-01     |      0.9580345     |   4.1844E-02
  5.0600E-01     |      0.9578703     |   4.2089E-02
  5.0700E-01     |      0.9577057     |   4.2335E-02
  5.0800E-01     |      0.9575409     |   4.2581E-02
  5.0900E-01     |      0.9573757     |   4.2829E-02
  5.1000E-01     |      0.9572102     |   4.3078E-02
  5.1100E-01     |      0.9570445     |   4.3327E-02
  5.1200E-01     |      0.9568784     |   4.3577E-02
  5.1300E-01     |      0.9567120     |   4.3829E-02
  5.1400E-01     |      0.9565453     |   4.4081E-02
  5.1500E-01     |      0.9563783     |   4.4334E-02
  5.1600E-01     |      0.9562110     |   4.4588E-02
